"Scientific_name","New","Common_name","Clade","Taxon_ID","Assembly_name","Accession","Genome_size_bps","Annotation_provider","Annotation_method","Annotation","Genome","RNA_Seq"
"Caradrina clavipalpis","","Moths","Lepidoptera","987895","ilCarClav1.1","GCA_932526535.1","474181573","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Caradrina clavipalpis","","Moths (alternate haplotype)","Lepidoptera","987895","ilCarClav1.1_alternate_haplotype","GCA_932526345.1","472004536","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Carassius auratus red var.","","Red crucian carp","Fish","657186","ASM906956v1","GCA_009069565.1","1436409119","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Carcharodon carcharias","","Great white shark","Chordates","13397","sCarCar2.pri","GCA_017639515.1","4286294447","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Carcina quercana","","Moths","Lepidoptera","116121","ilCarQuer1.2","GCA_910589575.2","408882264","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Carcina quercana","","Moths (alternate haplotype)","Lepidoptera","116121","ilCarQuer1.2_alternate_haplotype","GCA_910589345.2","408404649","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Carcina quercana","","Moths","Lepidoptera","116121","ilCarQuer1.1","GCA_910589575.1","409502379","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Caretta caretta","","Loggerhead turtle","Reptiles","8467","GSC_CCare_1.0","GCA_023653815.1","2134012717","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Carposina sasakii","","Moths","Lepidoptera","252295","ASM1460749v2","GCA_014607495.2","399040036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Carterocephalus palaemon","","Arctic skipper","Lepidoptera","218720","ilCarPala2.1","GCA_944567765.1","394522428","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Carterocephalus palaemon","","Arctic skipper (alternate haplotype)","Lepidoptera","218720","ilCarPala2.1_alternate_haplotype","GCA_944567795.1","347244150","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Catharus ustulatus","","Swainson's thrush","Birds","91951","bCatUst1.pri","GCA_009819885.1","1131616430","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Catocala fraxini","","Moths (alternate haplotype)","Lepidoptera","423510","ilCatFrax1.1_alternate_haplotype","GCA_930367255.1","765579819","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Catocala fraxini","","Moths","Lepidoptera","423510","ilCatFrax1.1","GCA_930367265.1","780586440","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cavia tschudii","","Montane guinea pig","Rodents","143287","CavTsc_v1_BIUU","GCA_004027695.1","3077352510","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Celastrina argiolus","","Holly blue (alternate haplotype)","Lepidoptera","203782","ilCelArgi3.1_alternate_haplotype","GCA_905147145.1","473038342","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Celastrina argiolus","","Holly blue","Lepidoptera","203782","ilCelArgi3.1","GCA_905187575.1","499098782","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Centruroides sculpturatus","","Bark scorpion (CEXI.00-Female)","Arthropods","218467","Cexi_2.0","GCA_000671375.2","925474958","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Ceratitis capitata","","Mediterranean fruit fly","Diptera","7213","Ccap_2.0","GCA_000347755.4","436490799","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Ceratotherium simum cottoni","","Northern white rhinoceros (northern white rhinoceros)","Mammals","310713","ASM2144216v1","GCA_021442165.1","2495791635","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ceratotherium simum simum","","Southern white rhinoceros","Mammals","73337","ASM2365373v1","GCA_023653735.1","2870065268","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cerceris rybyensis","","Bees (alternate haplotype)","Hymenoptera","1167272","iyCerRyby1.2_alternate_haplotype","GCA_910591445.2","389234124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cerceris rybyensis","","Bees","Hymenoptera","1167272","iyCerRyby1.1","GCA_910591515.1","418076835","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cervus hanglu yarkandensis","","Yarkand deer","Mammals","84702","CEY_v1","GCA_010411085.1","2594114534","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ceutorhynchus assimilis","","Seedpod weevil","Coleoptera","467358","PGI_CEUTPL_v4","GCA_917834065.1","674950870","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Cheilosia vulpina","","Flies","Diptera","273409","idCheVulp2.1","GCA_916610125.1","405365642","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cheilosia vulpina","","Flies (alternate haplotype)","Diptera","273409","idCheVulp2.1_alternate_haplotype","GCA_916610195.1","384841096","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cheirogaleus medius","","Lesser dwarf lemur","Primates","9460","CheMed_v1_BIUU","GCA_004024725.1","2393092913","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Chelmon rostratus","","Copperband butterflyfish","Fish","109905","fCheRos1.pri","GCA_017976325.1","644208431","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Chelonus insularis","","Parasitoid wasp (UGA/USDA-ARS -01)","Hymenoptera","460826","ASM1335770v1","GCA_013357705.1","135730493","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Cheumatopsyche charites","","Caddisflies","Arthropods","1875285","NJAU_Cchar-v1","GCA_024721215.1","223232897","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Chilo suppressalis","","Striped rice stemborer","Lepidoptera","168631","PGI_CHILSU_v2","GCA_902850365.1","778668679","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Chironomus riparius","","Harlequin fly","Diptera","315576","PGI_CHIRRI_v1","GCA_917627325.1","191837449","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Chiroxiphia lanceolata","","Lance-tailed manakin","Birds","296741","bChiLan1.pri","GCA_009829145.1","1089631598","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Chloroclysta siterata","","Moths (alternate haplotype)","Lepidoptera","934828","ilChlSite2.1_alternate_haplotype","GCA_932294285.1","435752968","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Chloroclysta siterata","","Moths","Lepidoptera","934828","ilChlSite2.1","GCA_932294275.1","437871077","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Choloepus didactylus","","Southern two-toed sloth","Mammals","27675","mChoDid1.pri","GCA_015220235.1","3214702648","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Chrysemys picta","","Painted turtle","Reptiles","8479","ASM1138683v1","GCA_011386835.1","2335704405","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Chrysodeixis includens","","Soybean looper","Lepidoptera","689277","PGI_CINC_v6","GCA_903961255.1","379968472","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Chrysolina oricalcia","","Beetles","Coleoptera","1587174","icChrOric1.1","GCA_944452925.1","1425033143","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Chrysoteuchia culmella","","Moths (alternate haplotype)","Lepidoptera","1594250","ilChrCulm1.1_alternate_haplotype","GCA_910589405.1","585300434","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Chrysoteuchia culmella","","Moths","Lepidoptera","1594250","ilChrCulm1.1","GCA_910589605.1","645211292","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Chrysotoxum bicinctum","","Flies","Diptera","323313","idChrBici1.1","GCA_911387755.1","912918972","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Chrysotoxum bicinctum","","Flies (alternate haplotype)","Diptera","323313","idChrBici1.1_alternate_haplotype","GCA_911387745.1","897053803","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cimex lectularius","","Bed bug (Harlan)","Hemiptera","79782","Clec_2.1","GCA_000648675.3","510848842","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Cistogaster globosa","","Flies (alternate haplotype)","Diptera","1918221","idCisGlob1.1_alternate_haplotype","GCA_937654215.1","1069055037","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cistogaster globosa","","Flies","Diptera","1918221","idCisGlob1.1","GCA_937654795.1","837758165","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Clarias gariepinus","","North African catfish (Netherlands)","Fish","13013","CGAR_prim_01","GCA_024256425.1","969737395","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Clonorchis sinensis","","Oriental liver fluke (Cs-k2)","Metazoa","79923","CSKR.v2","GCA_003604175.2","558124894","The University of Melbourne","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Clostera curtula","","Moths (alternate haplotype)","Lepidoptera","987902","ilCloCurt1.1_alternate_haplotype","GCA_905475325.1","461785041","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Clostera curtula","","Moths","Lepidoptera","987902","ilCloCurt1.2","GCA_905475355.2","512665902","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Clostera curtula","","Moths","Lepidoptera","987902","ilCloCurt1.1","GCA_905475355.1","512665902","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Clytia hemisphaerica","","Jellyfish (Z4C2)","Metazoa","252671","Clytia_hemisphaerica_genome_assembly","GCA_902728285.1","420978673","Institut de la Mer de Villefranche","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Cnaphalocrocis medinalis","","Rice leaffolder","Lepidoptera","437488","ASM1485141v1","GCA_014851415.1","528450314","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Coccinella septempunctata","","Seven-spotted ladybird","Coleoptera","41139","icCocSept1.1","GCA_907165205.1","398849173","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Coccinella septempunctata","","Seven-spotted ladybird (alternate haplotype)","Coleoptera","41139","icCocSept1.1_alternate_haplotype","GCA_907165185.1","389073761","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Colias croceus","","Clouded yellow (alternate haplotype)","Lepidoptera","72248","ilColCroc2.1_alternate_haplotype","GCA_905220445.1","305561395","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Colias croceus","","Clouded yellow","Lepidoptera","72248","ilColCroc2.1","GCA_905220415.1","324897031","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Colletes gigas","","Bees","Hymenoptera","935657","ASM1312311v1","GCA_013123115.1","273056604","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Copidosoma floridanum","","Parasitoid wasp (CFLO.00-Male)","Hymenoptera","29053","Cflo_2.0","GCA_000648655.2","553956141","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Coremacera marginata","","Flies","Diptera","1226616","idCorMarg1.1","GCA_914767935.1","979662365","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Coremacera marginata","","Flies (alternate haplotype)","Diptera","1226616","idCorMarg1.1_alternate_haplotype","GCA_914767655.1","947321026","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Corvus moneduloides","","New Caledonian crow","Birds","1196302","UO_Cmon_1.0","GCA_009650515.1","1056558033","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Corvus moneduloides","","New Caledonian crow","Birds","1196302","bCorMon1.pri","GCA_009650955.1","1112734094","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cosmia trapezina","","Dun-bar pinion (alternate haplotype)","Lepidoptera","116126","ilCosTrap1.1_alternate_haplotype","GCA_905163595.1","884050094","Ensembl","Braker","FASTA/GTF/GFF3/TSV","FASTA",""
"Cosmia trapezina","","Dun-bar pinion","Lepidoptera","116126","ilCosTrap1.2","GCA_905163495.2","825172178","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cotesia glomerata","","White butterfly parasite wasp (CgM1)","Hymenoptera","32391","MPM_Cglom_v2.3","GCA_020080835.1","288846213","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Cottoperca gobio","","Channel bull blenny","Fish","56716","fCotGob3.1","GCA_900634415.1","609391784","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Craniophora ligustri","","Moths","Lepidoptera","938226","ilCraLigu1.1","GCA_905163465.1","437978302","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Craniophora ligustri","","Moths (alternate haplotype)","Lepidoptera","938226","ilCraLigu1.1_alternate_haplotype","GCA_905163585.1","399761949","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Crassostrea gigas","","Pacific oyster","Metazoa","29159","cgigas_uk_roslin_v1","GCA_902806645.1","647905321","The Roslin Institute, The University of Edinburgh","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Crassostrea virginica","","Eastern oyster (RU13XGHG1-28)","Metazoa","6565","C_virginica_3.0","GCA_002022765.4","684741128","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Criorhina berberina","","Flies","Diptera","2663927","idCriBerb1.2","GCA_917880715.2","410379867","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Criorhina berberina","","Flies","Diptera","2663927","idCriBerb1.1","GCA_917880715.1","410454260","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Criorhina berberina","","Flies (alternate haplotype)","Diptera","2663927","idCriBerb1.1_alternate_haplotype","GCA_917880925.1","384527087","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Crocallis elinguaria","","Moths (alternate haplotype)","Lepidoptera","934829","ilCroElin1.1_alternate_haplotype","GCA_907269135.1","404075388","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Crocallis elinguaria","","Moths","Lepidoptera","934829","ilCroElin1.1","GCA_907269065.1","430382504","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Crocuta crocuta","","Spotted hyena","Mammals","9678","BGI_CrCroc_1.0","GCA_008692635.1","2348360376","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cuculus canorus","","Common cuckoo","Birds","55661","bCucCan1.pri","GCA_017976375.1","1180136575","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Culex quinquefasciatus","","Southern house mosquito (JHB)","Diptera","7176","VPISU_Cqui_1.0_pri_paternal","GCA_015732765.1","573230032","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Culter alburnus","","Topmouth culter","Fish","194366","ASM986977v1","GCA_009869775.1","1017706352","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cyaniris semiargus","","Butterflies","Lepidoptera","988025","ilCyaSemi1.1","GCA_905187585.1","441504031","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cyaniris semiargus","","Butterflies (alternate haplotype)","Lepidoptera","988025","ilCyaSemi1.1_alternate_haplotype","GCA_905147265.1","441887936","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Cyclopterus lumpus","","Lumpfish","Fish","8103","fCycLum1.pri","GCA_009769545.1","572885595","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cydia splendana","","Moths (alternate haplotype)","Lepidoptera","1100963","ilCydSple1.1_alternate_haplotype","GCA_910591525.1","559810836","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cydia splendana","","Moths","Lepidoptera","1100963","ilCydSple1.1","GCA_910591565.1","630601649","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cygnus atratus","","Black swan","Birds","8868","Cygnus_atratus_primary_v1.0","GCA_013377495.1","1122262644","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cygnus olor","","Mute swan","Birds","8869","bCygOlo1.pri.v2","GCA_009769625.2","1134186642","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Cyprinus carpio carpio","","Common carp","Fish","630221","Cypcar_WagV4.0","GCA_905221575.1","1460365368","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Danaus plexippus","","Monarch butterfly","Lepidoptera","13037","MEX_DaPlex","GCA_018135715.1","245173502","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Danaus plexippus plexippus","","Monarch butterfly","Lepidoptera","278856","Dplex_v4","GCA_009731565.1","248676414","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Daphnia magna","","Fresh water planktonic (NIES)","Arthropods","35525","ASM2063170v1.1","GCA_020631705.2","161467056","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Daphnia pulex","","Common water flea (KAP4)","Arthropods","6669","ASM2113471v1","GCA_021134715.1","133196385","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Daphnia pulicaria","","Water flea (SC F1-1A)","Arthropods","35523","SC_F0_13B","GCA_021234035.2","185057732","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Daubentonia madagascariensis","","Aye-aye","Primates","31869","DauMad_v1_BIUU","GCA_004027145.1","2498418007","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Deilephila porcellus","","Moths (alternate haplotype)","Lepidoptera","644661","ilDeiPorc1.1_alternate_haplotype","GCA_905220465.1","398986216","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Deilephila porcellus","","Moths","Lepidoptera","644661","ilDeiPorc1.2","GCA_905220455.2","402056583","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Delphinapterus leucas","","Beluga whale (Cook Inlet)","Mammals","9749","GSC_cook_1.0","GCA_009917745.1","2389893305","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Delphinapterus leucas","","Beluga whale (Bristol Bay)","Mammals","9749","GSC_bbay_1.0","GCA_009917725.1","2422274619","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dendroctonus ponderosae","","Mountain pine beetle","Coleoptera","77166","DendPond_male_1.0","GCA_000355655.1","252847629","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dendrolimus kikuchii","","Moths","Lepidoptera","765133","ASM1992509v1","GCA_019925095.1","705515768","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dendrolimus punctatus","","Masson pine moth","Lepidoptera","238572","ASM1227379v1","GCA_012273795.1","614070971","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dendronephthya gigantea","","Carnation coral (DGI-Jeju-01)","Metazoa","151771","DenGig_1.0","GCA_004324835.1","286150628","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Denticeps clupeoides","","Denticle herring","Fish","299321","fDenClu1.1","GCA_900700375.1","567401054","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Denticeps clupeoides","","Denticle herring","Fish","299321","fDenClu1.2","GCA_900700375.2","567401054","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dermacentor andersoni","","Rocky Mountain wood tick (qqDerAnde1)","Arthropods","34620","qqDerAnde1.2","GCA_023375885.2","2485986691","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dermacentor silvarum","","Ticks (Dsil-2018)","Arthropods","543639","ASM1333974v1","GCA_013339745.1","2474308340","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dermatophagoides pteronyssinus","","European house dust mite (airmid)","Arthropods","6956","ASM190122v2","GCA_001901225.2","70778228","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Desmodus rotundus","","Common vampire bat","Mammals","9430","ASM294091v1","GCA_002940915.1","2079315015","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Diabrotica balteata","","Cucumber beetle","Coleoptera","107213","PGI_DIABBA_v3","GCA_918026665.1","1607257046","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Diabrotica virgifera virgifera","","Western corn rootworm","Coleoptera","50390","PGI_DIABVI_V3a","GCA_917563875.2","2533404242","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Diabrotica virgifera virgifera","","Western corn rootworm (Ped12-6-A-3)","Coleoptera","50390","Dvir_v2.0","GCA_003013835.2","2418073815","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Diachrysia chrysitis","","Burnished brass moth (alternate haplotype)","Lepidoptera","179674","ilDiaChry1.1_alternate_haplotype","GCA_932294375.1","385757801","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Diachrysia chrysitis","","Burnished brass moth","Lepidoptera","179674","ilDiaChry1.1","GCA_932294365.1","386364714","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Diarsia rubi","","Moths (alternate haplotype)","Lepidoptera","987925","ilDiaRubi1.1_alternate_haplotype","GCA_932274355.1","575521489","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Diarsia rubi","","Moths","Lepidoptera","987925","ilDiaRubi1.1","GCA_932274075.1","624913938","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Diatraea saccharalis","","Sugar cane borer","Lepidoptera","40085","PGI_DIATSA_v1","GCA_918026875.1","507694123","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dicentrarchus labrax","","European seabass","Fish","13489","dlabrax2021","GCA_905237075.1","695892153","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Digitaria exilis","","Monocots (digitaria_exilis)","Plants","1010633","Fonio_CM05836","GCA_902859565.1","716471022","KAUST","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dimorphilus gyrociliatus","","Segmented worms","Metazoa","2664684","Dgyrociliatus_assembly","GCA_904063045.1","77897245","Department of Biological Sciences, University of Bergen","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Diuraphis noxia","","Russian wheat aphid (RWA2)","Hemiptera","143948","Dnoxia_1.0","GCA_001186385.1","395073589","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dolichovespula media","","Median wasp","Hymenoptera","881891","iyDolMedi1.1","GCA_911387685.1","247580636","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dolichovespula media","","Median wasp (alternate haplotype)","Hymenoptera","881891","iyDolMedi1.2_alternate_haplotype","GCA_911387715.2","222179092","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dolichovespula saxonica","","Wasps, ants, and bees","Hymenoptera","85443","iyDolSaxo1.1","GCA_911387935.1","221833836","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dolichovespula sylvestris","","Wasps, ants, and bees","Hymenoptera","85444","iyDolSylv1.1","GCA_918808275.1","224800056","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dromaius novaehollandiae","","Emu","Birds","8790","ZJU1.0","GCA_016128335.1","1247468792","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Drosophila melanogaster","","Fruit fly","Diptera","7227","BDGP6.46","GCA_000001215.4","143726002","FlyBase","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Dryas iulia moderata","","Julia butterfly","Lepidoptera","2752932","Diul.assembly.v1.1","GCA_019049465.1","440278161","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Dryobotodes eremita","","Moths (alternate haplotype)","Lepidoptera","988106","ilDryErem1.1_alternate_haplotype","GCA_917490515.1","664534381","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Dryobotodes eremita","","Moths","Lepidoptera","988106","ilDryErem1.1","GCA_917490735.1","709790899","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Dufourea novaeangliae","","Bee (0120121106)","Hymenoptera","178035","ASM127255v1","GCA_001272555.1","279505983","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Echeneis naucrates","","Live sharksucker","Fish","173247","fEcheNa1.1","GCA_900963305.1","544212633","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Echinococcus granulosus","","Dog tapeworm","Metazoa","6210","ASM52419v1","GCA_000524195.1","110837706","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Echinococcus multilocularis","","Flatworms (Java)","Metazoa","6211","EMULTI002","GCA_000469725.3","114963242","Wellcome Sanger Institute","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Ecliptopera silaceata","","Small phoenix","Lepidoptera","104457","ilEclSila1.1","GCA_932527185.1","316535149","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Ecliptopera silaceata","","Small phoenix (alternate haplotype)","Lepidoptera","104457","ilEclSila1.1_alternate_haplotype","GCA_932527285.1","315614973","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Ectemnius continuus","","Bees (alternate haplotype)","Hymenoptera","1126389","iyEctCont1.1_alternate_haplotype","GCA_910591485.1","234892221","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ectemnius continuus","","Bees","Hymenoptera","1126389","iyEctCont1.1","GCA_910591665.1","260337310","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ectemnius lituratus","","Bees","Hymenoptera","2495015","iyEctLitu1.1","GCA_910593735.1","235157002","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ectemnius lituratus","","Bees","Hymenoptera","2495015","iyEctLitu1.2","GCA_910593735.2","235140587","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ectropis grisescens","","Moths","Lepidoptera","1530245","ASM1756216v1","GCA_017562165.1","784886525","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
