species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Onychomystorridus,Glires,158,71.82,"Mir-126, Mir-1296, Mir-1307, Mir-1329, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-210, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-885",180,81.82,"Mir-1277, Mir-1301, Mir-187, Mir-1911, Mir-197, Mir-2355, Mir-330, Mir-339, Mir-374, Mir-432, Mir-541, Mir-542, Mir-590, Mir-628, Mir-676, Mir-722, Mir-737, Mir-769, Mir-872, Mir-876, Mir-877, Mir-9851"
Ooceraeabiroi,Endopterygota,44,68.75,"Mir-153, Mir-242, Mir-3049, Mir-36, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-989"
Operophterabrumata,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-375, Mir-970, Mir-988"
Operophterabrumata,Lepidoptera,44,65.67,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-375, Mir-932, Mir-970, Mir-988"
Ophionluteus,Endopterygota,39,60.94,"Mir-133, Mir-22, Mir-242, Mir-278, Mir-36, Mir-970, Mir-989",57,89.06,"Bantam, Mir-1000, Mir-124, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971"
Ophionluteus,Endopterygota,41,64.06,"Mir-22, Mir-36, Mir-970, Mir-989",60,93.75,"Bantam, Mir-1000, Mir-124, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971"
Ophonusardosiacus,Endopterygota,46,71.88,"Mir-193, Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-306, Mir-315, Mir-36",56,87.5,"Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Ophonusardosiacus,Endopterygota,47,73.44,"Mir-193, Mir-242, Mir-3, Mir-3049, Mir-306, Mir-36",58,90.62,"Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-2765, Mir-316, Mir-932, Mir-965, Mir-970, Mir-989"
Opisthograptisluteolata,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-970, Mir-988"
Opisthograptisluteolata,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-970, Mir-988"
Opisthograptisluteolata,Lepidoptera,45,67.16,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Opisthograptisluteolata,Lepidoptera,45,67.16,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Orbicellafaveolata,Cnidaria,1,33.33,,3,100.0,"Mir-2022, Mir-2030"
Orcinusorca,Laurasiatheria,172,79.26,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",189,87.1,"Mir-1301, Mir-1307, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-187, Mir-1911, Mir-2355, Mir-339, Mir-350, Mir-592, Mir-653, Mir-672, Mir-722, Mir-744, Mir-877"
Oreochromisaureus,Clupeocephala,98,85.96,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-71, Mir-76, Mir-875",102,89.47,"Mir-147, Mir-4541, Mir-7132, Mir-729"
Orgyiaantiqua,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-242, Mir-2765, Mir-29, Mir-3049, Mir-315, Mir-375, Mir-957, Mir-970, Mir-988",56,83.58,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-71, Mir-932, Mir-999"
Oriuslaevigatus,Neoptera,35,56.45,"Mir-153, Mir-1993, Mir-2001, Mir-219, Mir-242, Mir-282, Mir-3, Mir-316, Mir-317, Mir-375, Mir-76",51,82.26,"Iab-4, Mir-1000, Mir-12, Mir-14, Mir-193, Mir-275, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-33, Mir-36, Mir-927, Mir-929, Mir-932, Mir-965"
Ornithorhynchusanatinus,Mammalia,97,82.2,"Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",100,84.75,"Mir-281, Mir-489, Mir-722"
Orussusabietinus,Endopterygota,47,73.44,"Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-36, Mir-970, Mir-989",57,89.06,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Oryziaslatipes,Clupeocephala,93,81.58,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-551, Mir-76",103,90.35,"Mir-147, Mir-2001, Mir-425, Mir-456, Mir-458, Mir-71, Mir-7147, Mir-729, Mir-737, Mir-875"
Oryziaslatipes,Clupeocephala,92,80.7,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-7147, Mir-76",102,89.47,"Mir-147, Mir-210, Mir-425, Mir-456, Mir-458, Mir-551, Mir-71, Mir-729, Mir-737, Mir-875"
Oryziaslatipes,Clupeocephala,92,80.7,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4541, Mir-458, Mir-7147, Mir-737, Mir-76, Mir-875",100,87.72,"Mir-147, Mir-187, Mir-4057, Mir-425, Mir-456, Mir-551, Mir-71, Mir-729"
Osmiabicornisbicornis,Endopterygota,43,67.19,"Iab-4, Mir-153, Mir-1993, Mir-242, Mir-31, Mir-36, Mir-970, Mir-989",56,87.5,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Osmiabicornisbicornis,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Otussunia,Neognathae,107,83.59,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-76",111,86.72,"Mir-1467, Mir-1781, Mir-2984, Mir-737"
Ovisaries,Laurasiatheria,161,74.19,"Mir-126, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-185, Mir-2001, Mir-202, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-375, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",188,86.64,"Mir-1301, Mir-1306, Mir-1329, Mir-134, Mir-1379, Mir-139, Mir-1842, Mir-1911, Mir-203, Mir-2114, Mir-325, Mir-337, Mir-350, Mir-431, Mir-448, Mir-452, Mir-4541, Mir-483, Mir-541, Mir-598, Mir-672, Mir-676, Mir-71, Mir-722, Mir-737, Mir-760, Mir-935"
Ovisaries,Laurasiatheria,170,78.34,"Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-384, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",193,88.94,"Mir-1301, Mir-1306, Mir-1329, Mir-134, Mir-1379, Mir-1397, Mir-1842, Mir-1911, Mir-2114, Mir-325, Mir-337, Mir-350, Mir-431, Mir-448, Mir-452, Mir-4541, Mir-541, Mir-598, Mir-672, Mir-676, Mir-71, Mir-722, Mir-737"
Oweniafusiformis,Annelida,41,64.06,"Mir-1987, Mir-1996, Mir-1997, Mir-1998, Mir-2000, Mir-2685, Mir-2686, Mir-2689, Mir-2690, Mir-2691, Mir-2693, Mir-2705, Mir-2707",51,79.69,"Mir-12, Mir-1986, Mir-1989, Mir-1990, Mir-1994, Mir-1995, Mir-2001, Mir-242, Mir-2687, Mir-67"
Pammenefasciana,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970"
Pammenefasciana,Lepidoptera,46,68.66,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970"
Pandemiscinnamomeana,Lepidoptera,45,67.16,"Mir-12, Mir-184, Mir-219, Mir-3, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-957, Mir-970"
Pandemiscinnamomeana,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3, Mir-3049, Mir-36, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-315, Mir-932, Mir-957, Mir-970"
Pantherophisguttatus,Lepidosauria,92,77.97,"Mir-1416, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-281, Mir-315, Mir-4541, Mir-459, Mir-71, Mir-725, Mir-726, Mir-7463, Mir-76",104,88.14,"Mir-139, Mir-1662, Mir-1677, Mir-187, Mir-2184, Mir-278, Mir-4057, Mir-460, Mir-489, Mir-7147, Mir-722, Mir-727"
Papiliomachaon,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-989"
Papiliomachaon,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-989"
Papiliomachaon,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-1993, Mir-2, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-71, Mir-957, Mir-999",55,82.09,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-989"
Papioanubis,Catarrhini,200,81.63,"Mir-1180, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-76",220,89.8,"Mir-1329, Mir-1343, Mir-1379, Mir-1416, Mir-1805, Mir-2387, Mir-2483, Mir-3140, Mir-335, Mir-384, Mir-4541, Mir-4766, Mir-550, Mir-598, Mir-642, Mir-672, Mir-722, Mir-727, Mir-737, Mir-944"
Paracanthobramaguichenoti,Clupeocephala,95,83.33,"Mir-1329, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76",102,89.47,"Mir-191, Mir-425, Mir-71, Mir-7132, Mir-7133, Mir-729, Mir-875"
Parambassisranga,Clupeocephala,98,85.96,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-71, Mir-729, Mir-76, Mir-875",103,90.35,"Mir-147, Mir-281, Mir-32, Mir-425, Mir-4541"
Parambassisranga,Clupeocephala,98,85.96,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-71, Mir-729, Mir-76, Mir-875",103,90.35,"Mir-147, Mir-281, Mir-32, Mir-425, Mir-4541"
Parapoynxstratiotata,Lepidoptera,50,74.63,"Mir-12, Mir-219, Mir-3, Mir-3049, Mir-36, Mir-957",61,91.04,"Mir-1000, Mir-153, Mir-1993, Mir-242, Mir-275, Mir-2765, Mir-316, Mir-929, Mir-932, Mir-970, Mir-999"
Parapoynxstratiotata,Lepidoptera,49,73.13,"Mir-12, Mir-3049, Mir-315, Mir-36",63,94.03,"Mir-1000, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-316, Mir-929, Mir-932, Mir-957, Mir-970, Mir-999"
Parargeaegeria,Lepidoptera,50,74.63,"Mir-3049, Mir-315, Mir-375, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-970, Mir-988"
Parargeaegeria,Lepidoptera,46,68.66,"Mir-3049, Mir-315, Mir-375, Mir-999",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-190, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-36, Mir-71, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988"
Parasteatodatepidariorum,Chelicerata,40,78.43,"Mir-12, Mir-2001, Mir-31, Mir-5735",47,92.16,"Mir-1175, Mir-153, Mir-1993, Mir-216, Mir-242, Mir-33, Mir-3931"
Passerdomesticus,Neognathae,102,79.69,"Mir-129, Mir-132, Mir-144, Mir-150, Mir-1559, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-76, Mir-8",104,81.25,"Mir-737, Mir-875"
Patellapellucida,Mollusca,44,84.62,"Mir-210, Mir-219",50,96.15,"Mir-1984, Mir-1985, Mir-1989, Mir-2722, Mir-36, Mir-76"
Patellavulgata,Mollusca,45,86.54,Mir-210,51,98.08,"Mir-1984, Mir-1985, Mir-219, Mir-2722, Mir-278, Mir-36"
Patellavulgata,Mollusca,46,88.46,,52,100.0,"Mir-1984, Mir-1985, Mir-219, Mir-2722, Mir-278, Mir-36"
Patiriaminiata,Eleutherozoa,35,81.4,"Mir-216, Mir-281, Mir-315, Mir-7",39,90.7,"Mir-190, Mir-2010, Mir-2011, Mir-22"
Pectinophoragossypiella,Lepidoptera,50,74.63,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-970"
Pectinophoragossypiella,Lepidoptera,38,56.72,"Let-7, Mir-1, Mir-1000, Mir-1175, Mir-12, Mir-133, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-750, Mir-92, Mir-932, Mir-957, Mir-971, Mir-999",47,70.15,"Mir-193, Mir-22, Mir-2765, Mir-3, Mir-67, Mir-7, Mir-71, Mir-965, Mir-970"
Pemphredonlugubris,Endopterygota,44,68.75,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970",58,90.62,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Penaeuschinensis,Pancrustacea,35,66.04,"Mir-153, Mir-31, Mir-36, Mir-375, Mir-67",48,90.57,"Iab-4, Mir-1993, Mir-216, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-33, Mir-87, Mir-965"
Penaeusjaponicus,Pancrustacea,37,69.81,"Mir-137, Mir-1993, Mir-216, Mir-22, Mir-242, Mir-31, Mir-36, Mir-375",45,84.91,"Iab-4, Mir-275, Mir-2765, Mir-278, Mir-282, Mir-316, Mir-33, Mir-965"
Penaeusmonodon,Pancrustacea,38,71.7,"Mir-193, Mir-1993, Mir-216, Mir-22, Mir-242, Mir-31, Mir-36, Mir-375",45,84.91,"Iab-4, Mir-275, Mir-2765, Mir-282, Mir-316, Mir-33, Mir-965"
Penaeusvannamei,Pancrustacea,34,64.15,"Mir-137, Mir-1993, Mir-242, Mir-31, Mir-315, Mir-36, Mir-375, Mir-8",45,84.91,"Iab-4, Mir-216, Mir-22, Mir-275, Mir-2765, Mir-282, Mir-3, Mir-316, Mir-33, Mir-67, Mir-965"
Peribatodesrhomboidaria,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-36",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-282, Mir-306, Mir-929, Mir-932, Mir-957, Mir-970, Mir-999"
Peribatodesrhomboidaria,Lepidoptera,48,71.64,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970, Mir-999"
Periophthalmusmagnuspinnatus,Clupeocephala,93,81.58,"Mir-1329, Mir-2001, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-729, Mir-76",105,92.11,"Mir-147, Mir-155, Mir-187, Mir-191, Mir-32, Mir-425, Mir-4541, Mir-456, Mir-71, Mir-7132, Mir-7133, Mir-875"
Peromyscuseremicus,Glires,152,69.09,"Mir-1296, Mir-1307, Mir-1329, Mir-137, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-142, Mir-143, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-375, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-486, Mir-652, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885",175,79.55,"Mir-1277, Mir-1301, Mir-187, Mir-1911, Mir-197, Mir-2355, Mir-330, Mir-339, Mir-345, Mir-432, Mir-483, Mir-489, Mir-541, Mir-542, Mir-599, Mir-628, Mir-676, Mir-722, Mir-769, Mir-872, Mir-876, Mir-877, Mir-9851"
Peromyscusleucopus,Glires,160,72.73,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-488, Mir-6529, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76, Mir-885",182,82.73,"Mir-1277, Mir-1301, Mir-1329, Mir-187, Mir-1911, Mir-197, Mir-2355, Mir-330, Mir-432, Mir-460, Mir-511, Mir-541, Mir-542, Mir-628, Mir-676, Mir-722, Mir-737, Mir-769, Mir-872, Mir-876, Mir-877, Mir-9851"
Petromyzonmarinus,Cyclostomata,79,86.81,"Mir-242, Mir-252, Mir-278, Mir-31",87,95.6,"Mir-101, Mir-1329, Mir-147, Mir-155, Mir-2001, Mir-4057, Mir-71, Mir-76"
Phacochoerusafricanus,Laurasiatheria,167,76.96,"Mir-1301, Mir-1379, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2114, Mir-2188, Mir-2355, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737",188,86.64,"Mir-1329, Mir-134, Mir-1416, Mir-1911, Mir-197, Mir-2184, Mir-2387, Mir-378, Mir-432, Mir-433, Mir-452, Mir-486, Mir-490, Mir-598, Mir-653, Mir-672, Mir-676, Mir-71, Mir-722, Mir-76, Mir-877"
Phaedoncochleariae,Endopterygota,49,76.56,"Mir-242, Mir-278, Mir-36",61,95.31,"Mir-1000, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-275, Mir-3, Mir-3049, Mir-306, Mir-965, Mir-970, Mir-989"
Phalerabucephala,Lepidoptera,47,70.15,"Mir-12, Mir-14, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-970, Mir-988"
Phalerabucephala,Lepidoptera,48,71.64,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988"
Pheosiagnoma,Lepidoptera,46,68.66,"Mir-3049, Mir-315, Mir-36, Mir-957",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Pheosiagnoma,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999"
Pheosiatremula,Lepidoptera,46,68.66,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-957, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-929, Mir-932, Mir-965, Mir-970, Mir-988"
Pheosiatremula,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-957, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-929, Mir-932, Mir-970, Mir-988"
Pherbinacoryleti,Diptera,46,68.66,"Mir-1175, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",57,85.07,"Mir-14, Mir-193, Mir-2001, Mir-22, Mir-275, Mir-3, Mir-87, Mir-932, Mir-957, Mir-971, Mir-999"
Pherbinacoryleti,Diptera,46,68.66,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-275, Mir-3, Mir-87, Mir-932, Mir-957, Mir-971, Mir-999"
Phileremevetulata,Lepidoptera,37,55.22,"Let-7, Mir-10, Mir-2765, Mir-2796, Mir-3049, Mir-957, Mir-970, Mir-971",59,88.06,"Iab-4, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-242, Mir-275, Mir-3, Mir-306, Mir-36, Mir-375, Mir-71, Mir-92, Mir-932, Mir-965, Mir-988, Mir-999"
Phileremevetulata,Lepidoptera,44,65.67,"Mir-3049, Mir-36, Mir-375",64,95.52,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Philonthuscognatus,Endopterygota,48,75.0,"Mir-14, Mir-2765, Mir-278",61,95.31,"Bantam, Mir-12, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-275, Mir-3049, Mir-306, Mir-316, Mir-965, Mir-970, Mir-989"
Philonthuscognatus,Endopterygota,49,76.56,,64,100.0,"Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-275, Mir-278, Mir-3049, Mir-306, Mir-316, Mir-965, Mir-970, Mir-989"
Phlebotomusperniciosus,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971, Mir-988",58,86.57,"Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-29, Mir-33, Mir-87, Mir-932, Mir-957, Mir-970, Mir-989, Mir-999"
Phlebotomusperniciosus,Diptera,45,67.16,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971, Mir-988",58,86.57,"Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-29, Mir-33, Mir-87, Mir-932, Mir-957, Mir-970, Mir-989, Mir-999"
